ID,_EventID1,_EventID2,_EventID3,_EventID4,_EventID5,_EventID6,_EventID7,_EventID8,_EventID9,_EventID10
9000017,9000017,0,0,0,0,0,0,0,0,0
9000021,9000021,0,0,0,0,0,0,0,0,0
9000022,9000022,0,0,0,0,0,0,0,0,0
9000023,9000023,0,0,0,0,0,0,0,0,0
9000024,9000024,0,0,0,0,0,0,0,0,0
9000025,9000025,0,0,0,0,0,0,0,0,0
9000026,9000026,0,0,0,0,0,0,0,0,0
9000027,9000027,0,0,0,0,0,0,0,0,0
9000028,9000028,0,0,0,0,0,0,0,0,0
9000029,9000029,0,0,0,0,0,0,0,0,0
9000030,9000030,0,0,0,0,0,0,0,0,0
9000031,9000031,0,0,0,0,0,0,0,0,0
9000032,9000032,0,0,0,0,0,0,0,0,0
9000033,9000033,0,0,0,0,0,0,0,0,0
2210011,2210011,0,0,0,0,0,0,0,0,0
2220011,2220011,0,0,0,0,0,0,0,0,0
2230011,2230011,0,0,0,0,0,0,0,0,0
2240011,2240011,0,0,0,0,0,0,0,0,0
2250011,2250011,0,0,0,0,0,0,0,0,0
2260011,2260011,0,0,0,0,0,0,0,0,0
2270011,2270011,0,0,0,0,0,0,0,0,0
115001000,115001000,0,0,0,0,0,0,0,0,0
115003000,115003000,0,0,0,0,0,0,0,0,0
115004000,115004000,0,0,0,0,0,0,0,0,0
115004100,115004100,0,0,0,0,0,0,0,0,0
115005000,115005000,0,0,0,0,0,0,0,0,0
115006000,115006000,0,0,0,0,0,0,0,0,0
115007000,115007000,0,0,0,0,0,0,0,0,0
115008000,115008000,0,0,0,0,0,0,0,0,0
115009000,115009000,0,0,0,0,0,0,0,0,0
115010000,115010000,0,0,0,0,0,0,0,0,0
115011000,115011000,0,0,0,0,0,0,0,0,0
115012000,115012000,0,0,0,0,0,0,0,0,0
115013000,115013000,0,0,0,0,0,0,0,0,0
115014000,115014000,0,0,0,0,0,0,0,0,0
115015000,115015000,0,0,0,0,0,0,0,0,0
115016000,115016000,0,0,0,0,0,0,0,0,0
115017000,115017000,0,0,0,0,0,0,0,0,0
115018000,115018000,0,0,0,0,0,0,0,0,0
115019000,115019000,0,0,0,0,0,0,0,0,0
115020000,115020000,0,0,0,0,0,0,0,0,0
115021000,115021000,0,0,0,0,0,0,0,0,0
115022000,115022000,0,0,0,0,0,0,0,0,0
115023000,115023000,0,0,0,0,0,0,0,0,0
115024000,115024000,0,0,0,0,0,0,0,0,0
115025000,115025000,0,0,0,0,0,0,0,0,0
115026000,115026000,0,0,0,0,0,0,0,0,0
115027000,115027000,0,0,0,0,0,0,0,0,0
115028000,115028000,0,0,0,0,0,0,0,0,0
115029000,115029000,0,0,0,0,0,0,0,0,0
115030000,115030000,0,0,0,0,0,0,0,0,0
115031000,115031000,0,0,0,0,0,0,0,0,0
115032000,115032000,0,0,0,0,0,0,0,0,0
115033000,115033000,0,0,0,0,0,0,0,0,0
115034000,115034000,0,0,0,0,0,0,0,0,0
115035000,115035000,0,0,0,0,0,0,0,0,0
115036000,115036000,0,0,0,0,0,0,0,0,0
115037000,115037000,0,0,0,0,0,0,0,0,0
115038000,115038000,0,0,0,0,0,0,0,0,0
115039000,115039000,115039100,115039200,0,0,0,0,0,0,0
115040000,115040000,0,0,0,0,0,0,0,0,0
115041000,115041000,0,0,0,0,0,0,0,0,0
115042000,115042000,0,0,0,0,0,0,0,0,0
115043000,115043000,0,0,0,0,0,0,0,0,0
115044000,115044000,0,0,0,0,0,0,0,0,0
115045000,115045000,115045100,115045200,0,0,0,0,0,0,0
115046000,115046000,125001000,0,0,0,0,0,0,0,0
20204,104110,201110,201120,201130,601110,601120,601130,602110,602120,0
9000013,8800111,0,0,0,0,0,0,0,0,0
9000038,9000038,0,0,0,0,0,0,0,0,0
9000039,9000039,0,0,0,0,0,0,0,0,0
93507000,93507000,0,0,0,0,0,0,0,0,0
9000020,9000020,0,0,0,0,0,0,0,0,0
117101000,117101000,117101001,117109000,0,0,0,0,0,0,0
117102000,117102000,0,0,0,0,0,0,0,0,0
117103000,117103000,117104000,117105000,117106000,117107000,117108000,0,0,0,0
330401,330401,0,0,0,0,0,0,0,0,0
1620401,1620401,0,0,0,0,0,0,0,0,0
16210101,16210101,16210102,16210103,16210104,16210105,16210106,16210107,16210108,16210109,16210110
16210111,16210111,16210112,0,0,0,0,0,0,0,0
1730001,1730001,1730002,1730003,1730004,1730005,1730006,1730007,1730008,1730009,1730010
1730002,1730021,1730022,1730023,1730024,1730025,1730026,1730027,1730028,1730029,1730030
1730004,1730031,1730032,0,0,0,0,0,0,0,0
1730005,1730033,1730034,0,0,0,0,0,0,0,0
102711000,102711000,0,0,0,0,0,0,0,0,0
102713000,102713000,0,0,0,0,0,0,0,0,0
102910000,102910000,102911000,102912000,102913000,102914000,102915000,102916000,102917000,102918000,102919000
102940000,102940000,102941000,102942000,102943000,102944000,102945000,102946000,102947000,102948000,102949000
102930000,102930000,102931000,102932000,102933000,102934000,102935000,102936000,102937000,102938000,102939000
102950000,102950000,102951000,102952000,102953000,102954000,102955000,102956000,102957000,102958000,102959000
102920000,102920000,102921000,102922000,102923000,102924000,102925000,102926000,102927000,102928000,102929000
102709100,102712000,102712100,102712200,102712300,102712400,102712500,102712600,102712700,102712800,0
1300005,1300005,0,0,0,0,0,0,0,0,0
1320007,1320007,1320107,0,0,0,0,0,0,0,0
1320005,1320005,0,0,0,0,0,0,0,0,0
1320006,1320006,1320106,0,0,0,0,0,0,0,0
80011,80011,0,0,0,0,0,0,0,0,0
1170016,1170016,0,0,0,0,0,0,0,0,0
830001,830001,830002,0,0,0,0,0,0,0,0
1370003,1370003,0,0,0,0,0,0,0,0,0
9000014,8800210,0,0,0,0,0,0,0,0,0
9000016,8800410,0,0,0,0,0,0,0,0,0
820011,115041000,0,0,0,0,0,0,0,0,0
820012,115042000,0,0,0,0,0,0,0,0,0
102702000,102702000,102702100,102702200,0,0,0,0,0,0,0
102703000,102703000,102703001,0,0,0,0,0,0,0,0
102704000,102704000,0,0,0,0,0,0,0,0,0
102705000,102705000,0,0,0,0,0,0,0,0,0
102706000,102706000,0,0,0,0,0,0,0,0,0
102707000,102707000,0,0,0,0,0,0,0,0,0
102708000,102708000,0,0,0,0,0,0,0,0,0
102709000,102709000,0,0,0,0,0,0,0,0,0
102716001,102716001,103703000,104701000,104713000,0,0,0,0,0,0
1330005,1330005,0,0,0,0,0,0,0,0,0
1350005,1350005,1350008,1350009,0,0,0,0,0,0,0
1350006,1350006,0,0,0,0,0,0,0,0,0
116001000,116001000,0,0,0,0,0,0,0,0,0
116002000,116002000,0,0,0,0,0,0,0,0,0
116003000,116003000,116003100,0,0,0,0,0,0,0,0
116004000,116004000,116004100,0,0,0,0,0,0,0,0
116005000,116005000,116005100,0,0,0,0,0,0,0,0
116006000,116006000,116006100,0,0,0,0,0,0,0,0
116007000,116007000,116007100,0,0,0,0,0,0,0,0
116008000,116008000,116008100,0,0,0,0,0,0,0,0
116009000,116009000,116009100,0,0,0,0,0,0,0,0
116010000,116010000,116010100,0,0,0,0,0,0,0,0
116011000,116011000,116011100,0,0,0,0,0,0,0,0
116012000,116012000,116012100,116012200,116012300,0,0,0,0,0,0
116013000,116013000,116013100,116013200,0,0,0,0,0,0,0
116014000,116014000,0,0,0,0,0,0,0,0,0
116015000,116015000,0,0,0,0,0,0,0,0,0
116016000,116016000,116016100,0,0,0,0,0,0,0,0
119201000,119201000,119203001,119203002,119203003,119203004,0,0,0,0,0
119202000,119202000,0,0,0,0,0,0,0,0,0
119204000,119204000,0,0,0,0,0,0,0,0,0
119205000,119205000,0,0,0,0,0,0,0,0,0
119206000,119206000,0,0,0,0,0,0,0,0,0
119207000,119207000,0,0,0,0,0,0,0,0,0
119208000,119208000,0,0,0,0,0,0,0,0,0
119209000,119209000,0,0,0,0,0,0,0,0,0
119210000,119210000,0,0,0,0,0,0,0,0,0
119211000,119211000,0,0,0,0,0,0,0,0,0
119212000,119212000,0,0,0,0,0,0,0,0,0
119213000,119213000,1571300,0,0,0,0,0,0,0,0
103701000,103701000,0,0,0,0,0,0,0,0,0
103702000,103702000,0,0,0,0,0,0,0,0,0
103704000,103704000,0,0,0,0,0,0,0,0,0
103705000,103705000,0,0,0,0,0,0,0,0,0
103706000,103706000,0,0,0,0,0,0,0,0,0
104702000,104702000,104705000,0,0,0,0,0,0,0,0
104703000,104703000,104703100,0,0,0,0,0,0,0,0
104704000,104704000,104704100,104704200,0,0,0,0,0,0,0
104706000,104706000,0,0,0,0,0,0,0,0,0
104707000,104707000,0,0,0,0,0,0,0,0,0
104708000,104708000,104708100,0,0,0,0,0,0,0,0
104709000,104709000,104709100,0,0,0,0,0,0,0,0
104710000,104710000,104710100,0,0,0,0,0,0,0,0
104710001,104710001,0,0,0,0,0,0,0,0,0
104711000,104711000,104711100,104711200,0,0,0,0,0,0,0
104712000,104712000,0,0,0,0,0,0,0,0,0
116017000,116017000,0,0,0,0,0,0,0,0,0
116661100,116661100,0,0,0,0,0,0,0,0,0
116661200,116661200,0,0,0,0,0,0,0,0,0
116661300,116661300,0,0,0,0,0,0,0,0,0
111000908,111000908,0,0,0,0,0,0,0,0,0
121401000,121401000,0,0,0,0,0,0,0,0,0
125001100,125001100,0,0,0,0,0,0,0,0,0
125002000,125002000,0,0,0,0,0,0,0,0,0
125004000,125004000,0,0,0,0,0,0,0,0,0
125003001,125003001,0,0,0,0,0,0,0,0,0
126001000,126001000,0,0,0,0,0,0,0,0,0
128701000,128701000,0,0,0,0,0,0,0,0,0
128702000,128702000,0,0,0,0,0,0,0,0,0
128704000,128704000,0,0,0,0,0,0,0,0,0
128704100,128704100,0,0,0,0,0,0,0,0,0
128705000,128705000,0,0,0,0,0,0,0,0,0
128705100,128705100,0,0,0,0,0,0,0,0,0
128706000,128706000,0,0,0,0,0,0,0,0,0
128707000,128707000,0,0,0,0,0,0,0,0,0
128707100,128707100,0,0,0,0,0,0,0,0,0
128708000,128708000,128708100,128708200,128708300,128708400,128708500,128708600,128708700,128708800,128708900
128709100,128709100,128709200,128709300,128709400,128709500,128709600,128709700,128709800,128709900,0
128709000,128709000,0,0,0,0,0,0,0,0,0
128710000,128710000,128711000,0,0,0,0,0,0,0,0
128711000,128710000,128711000,0,0,0,0,0,0,0,0
128712000,128712000,0,0,0,0,0,0,0,0,0
128713000,128713000,0,0,0,0,0,0,0,0,0
128714000,128714000,0,0,0,0,0,0,0,0,0
128901000,128901000,0,0,0,0,0,0,0,0,0
128715000,128715000,128715100,128715200,128715300,128715400,128715500,128715600,128715700,128715800,128715900
128716000,128716000,128716100,0,0,0,0,0,0,0,0
132999700,132999700,0,0,0,0,0,0,0,0,0
138001000,138001000,0,0,0,0,0,0,0,0,0
138002000,138002000,0,0,0,0,0,0,0,0,0
138003000,138003000,0,0,0,0,0,0,0,0,0
138004000,138004000,138004100,138004101,138004102,138004103,138004104,0,0,0,0
138005000,138005000,0,0,0,0,0,0,0,0,0
138005039,138005039,0,0,0,0,0,0,0,0,0
138006000,138006000,0,0,0,0,0,0,0,0,0
138007000,138007000,0,0,0,0,0,0,0,0,0
138008000,138008000,0,0,0,0,0,0,0,0,0
138009000,138009000,0,0,0,0,0,0,0,0,0
138010000,138010000,0,0,0,0,0,0,0,0,0
138011000,138011000,0,0,0,0,0,0,0,0,0
138012000,138012000,0,0,0,0,0,0,0,0,0
138013000,138013000,0,0,0,0,0,0,0,0,0
138014000,138014000,0,0,0,0,0,0,0,0,0
138015000,138015000,0,0,0,0,0,0,0,0,0
138016000,138016000,0,0,0,0,0,0,0,0,0
138017000,138017000,0,0,0,0,0,0,0,0,0
138501000,138501000,0,0,0,0,0,0,0,0,0
138701000,138701000,0,0,0,0,0,0,0,0,0
138702000,138702000,0,0,0,0,0,0,0,0,0
138703000,138703000,0,0,0,0,0,0,0,0,0
138704000,138704000,0,0,0,0,0,0,0,0,0
138705000,138705000,0,0,0,0,0,0,0,0,0
138706000,138706000,0,0,0,0,0,0,0,0,0
139001000,139001000,0,0,0,0,0,0,0,0,0
139001100,139001100,0,0,0,0,0,0,0,0,0
139001200,139001200,0,0,0,0,0,0,0,0,0
139002000,139002000,0,0,0,0,0,0,0,0,0
139003000,139003000,0,0,0,0,0,0,0,0,0
138011100,138011100,0,0,0,0,0,0,0,0,0
145001001,145001001,0,0,0,0,0,0,0,0,0
146001000,146001000,0,0,0,0,0,0,0,0,0
146003000,146003000,0,0,0,0,0,0,0,0,0
146004000,146004000,0,0,0,0,0,0,0,0,0
146012000,146012000,146812000,0,0,0,0,0,0,0,0
146013000,146013000,0,0,0,0,0,0,0,0,0
146026000,146026000,146926000,0,0,0,0,0,0,0,0
146026100,146026100,146926100,0,0,0,0,0,0,0,0
146027000,146027000,0,0,0,0,0,0,0,0,0
146701000,146701000,0,0,0,0,0,0,0,0,0
146702000,146702000,0,0,0,0,0,0,0,0,0
146703000,146703000,0,0,0,0,0,0,0,0,0
146704000,146704000,0,0,0,0,0,0,0,0,0
146705000,146705000,0,0,0,0,0,0,0,0,0
146706000,146706000,0,0,0,0,0,0,0,0,0
146707000,146707000,0,0,0,0,0,0,0,0,0
146708000,146708000,0,0,0,0,0,0,0,0,0
146709000,146709000,0,0,0,0,0,0,0,0,0
146710000,146710000,0,0,0,0,0,0,0,0,0
146711000,146711000,0,0,0,0,0,0,0,0,0
146712000,146712000,0,0,0,0,0,0,0,0,0
146713000,146713000,0,0,0,0,0,0,0,0,0
146714000,146714000,0,0,0,0,0,0,0,0,0
146715000,146715000,0,0,0,0,0,0,0,0,0
146716000,146716000,0,0,0,0,0,0,0,0,0
146717000,146717000,0,0,0,0,0,0,0,0,0
146718000,146718000,0,0,0,0,0,0,0,0,0
146719000,146719000,0,0,0,0,0,0,0,0,0
146720000,146720000,0,0,0,0,0,0,0,0,0
146721000,146721000,0,0,0,0,0,0,0,0,0
146722000,146722000,0,0,0,0,0,0,0,0,0
146723000,146723000,0,0,0,0,0,0,0,0,0
146724000,146724000,0,0,0,0,0,0,0,0,0
146725000,146725000,0,0,0,0,0,0,0,0,0
146726000,146726000,0,0,0,0,0,0,0,0,0
146727000,146727000,0,0,0,0,0,0,0,0,0
146728000,146728000,0,0,0,0,0,0,0,0,0
146729000,146729000,0,0,0,0,0,0,0,0,0
146730000,146730000,0,0,0,0,0,0,0,0,0
146731000,146731000,146731001,0,0,0,0,0,0,0,0
146901000,146901000,0,0,0,0,0,0,0,0,0
146902000,146902000,0,0,0,0,0,0,0,0,0
146903000,146903000,0,0,0,0,0,0,0,0,0
146904000,146904000,0,0,0,0,0,0,0,0,0
146905000,146905000,0,0,0,0,0,0,0,0,0
146906000,146906000,0,0,0,0,0,0,0,0,0
146907000,146907000,0,0,0,0,0,0,0,0,0
146908000,146908000,0,0,0,0,0,0,0,0,0
146909000,146909000,0,0,0,0,0,0,0,0,0
146910000,146910000,0,0,0,0,0,0,0,0,0
146911000,146911000,0,0,0,0,0,0,0,0,0
146912000,146912000,0,0,0,0,0,0,0,0,0
146913000,146913000,0,0,0,0,0,0,0,0,0
146914000,146914000,146914001,0,0,0,0,0,0,0,0
146915000,146915000,0,0,0,0,0,0,0,0,0
146916000,146916000,0,0,0,0,0,0,0,0,0
666000,666000,0,0,0,0,0,0,0,0,0
777000,666001,0,0,0,0,0,0,0,0,0
149010000,149010000,0,0,0,0,0,0,0,0,0
149010100,149010100,0,0,0,0,0,0,0,0,0
149010200,149010200,0,0,0,0,0,0,0,0,0
149010300,149010300,0,0,0,0,0,0,0,0,0
149001000,149001000,0,0,0,0,0,0,0,0,0
149001100,149001100,0,0,0,0,0,0,0,0,0
149002000,149002000,0,0,0,0,0,0,0,0,0
149002100,149002100,0,0,0,0,0,0,0,0,0
149003000,149003000,0,0,0,0,0,0,0,0,0
149003100,149003100,0,0,0,0,0,0,0,0,0
149004000,149004000,0,0,0,0,0,0,0,0,0
149004100,149004100,0,0,0,0,0,0,0,0,0
149005000,149005000,0,0,0,0,0,0,0,0,0
149005100,149005100,0,0,0,0,0,0,0,0,0
149005200,149005200,0,0,0,0,0,0,0,0,0
149005300,149005300,0,0,0,0,0,0,0,0,0
149006000,149006000,0,0,0,0,0,0,0,0,0
149006100,149006100,0,0,0,0,0,0,0,0,0
149007000,149007000,0,0,0,0,0,0,0,0,0
149007100,149007100,0,0,0,0,0,0,0,0,0
149008000,149008000,0,0,0,0,0,0,0,0,0
149008100,149008100,0,0,0,0,0,0,0,0,0
149009000,149009000,0,0,0,0,0,0,0,0,0
148110002,148110100,148110200,148110300,148110400,148110500,148110600,148110700,148110800,148110900,148111000
148120003,148120100,148120200,148120300,148120400,148120500,148120600,0,0,0,0
148120009,148120700,148120800,148120900,148121000,148121100,148121200,148121300,148121400,148121500,148121600
148191001,148191100,148191200,148191300,148191400,148191500,148191600,148191700,148191800,148191900,0
148192001,148192100,148192200,148192300,148192400,148192500,148192600,148192700,148192800,148192900,0
148193001,148193100,148193200,148193300,148193400,148193500,148193600,148193700,148193800,148193900,0
148203001,148203100,148203200,148203300,148203400,148203500,148203600,148203700,148203800,148203900,0
148701000,148701000,0,0,0,0,0,0,0,0,0
144902000,144902000,0,0,0,0,0,0,0,0,0
148191002,148191002,0,0,0,0,0,0,0,0,0
156300000,156300000,0,0,0,0,0,0,0,0,0
156300014,156300014,0,0,0,0,0,0,0,0,0
156300033,156300033,0,0,0,0,0,0,0,0,0
156300045,156300045,0,0,0,0,0,0,0,0,0
156300047,156300047,0,0,0,0,0,0,0,0,0
156300056,156300056,0,0,0,0,0,0,0,0,0
156300074,156300074,0,0,0,0,0,0,0,0,0
156300088,156300088,0,0,0,0,0,0,0,0,0
156300106,156300106,0,0,0,0,0,0,0,0,0
156300176,156300176,0,0,0,0,0,0,0,0,0
156300124,156300124,0,0,0,0,0,0,0,0,0
156300136,156300136,0,0,0,0,0,0,0,0,0
156300001,156300001,0,0,0,0,0,0,0,0,0
156300002,156300002,0,0,0,0,0,0,0,0,0
152003000,152003000,0,0,0,0,0,0,0,0,0
152003031,152003031,152003400,0,0,0,0,0,0,0,0
152003068,152003068,0,0,0,0,0,0,0,0,0
152003076,152003076,0,0,0,0,0,0,0,0,0
152003087,152003087,0,0,0,0,0,0,0,0,0
152003099,152003099,0,0,0,0,0,0,0,0,0
152003121,152003121,0,0,0,0,0,0,0,0,0
152003154,152003154,0,0,0,0,0,0,0,0,0
152003187,152003187,0,0,0,0,0,0,0,0,0
152003208,152003208,152003431,0,0,0,0,0,0,0,0
152003254,152003254,0,0,0,0,0,0,0,0,0
152003274,152003274,0,0,0,0,0,0,0,0,0
152003300,152003300,0,0,0,0,0,0,0,0,0
115013028,115013028,115013029,0,0,0,0,0,0,0,0
154001000,154001000,154005000,0,0,0,0,0,0,0,0
154001022,154001022,154005022,0,0,0,0,0,0,0,0
154001037,154001037,154005037,0,0,0,0,0,0,0,0
154001052,154001052,154005052,0,0,0,0,0,0,0,0
154001062,154001062,154005062,0,0,0,0,0,0,0,0
154001083,154001083,154005083,0,0,0,0,0,0,0,0
154001585,154001585,154005585,0,0,0,0,0,0,0,0
154001105,154001105,154005105,0,0,0,0,0,0,0,0
154001109,154001109,154005109,0,0,0,0,0,0,0,0
154001130,154001130,154005130,0,0,0,0,0,0,0,0
154001143,154001143,154005143,0,0,0,0,0,0,0,0
154001155,154001155,154005155,0,0,0,0,0,0,0,0
154001165,154001165,154005165,0,0,0,0,0,0,0,0
154001180,154001180,154005180,0,0,0,0,0,0,0,0
154001188,154001188,154005188,0,0,0,0,0,0,0,0
154001192,154001192,154005192,0,0,0,0,0,0,0,0
154001201,154001201,154005201,0,0,0,0,0,0,0,0
154001215,154001215,154005215,0,0,0,0,0,0,0,0
154001232,154001232,154005232,0,0,0,0,0,0,0,0
154001239,154001239,154005239,0,0,0,0,0,0,0,0
154001244,154001244,154005244,0,0,0,0,0,0,0,0
154001254,154001254,154005254,0,0,0,0,0,0,0,0
154001272,154001272,154005272,0,0,0,0,0,0,0,0
154001287,154001287,154005287,0,0,0,0,0,0,0,0
154001298,1540096100,1540096107,1540096117,1540096126,1540096146,1540096158,1540096173,1540096196,1540096202,0
154001299,1540096218,1540096225,1540096232,1540096239,1540096258,1540096265,1540096272,1540096277,192100001,214500001
154001300,1540096290,1540096301,1540096307,1540096317,1540096338,162004400,172005000,182020001,202102101,214600001
154001301,154001301,154005301,0,0,0,0,0,0,0,0
154001305,154001305,154005305,0,0,0,0,0,0,0,0
154001314,154001314,154005314,0,0,0,0,0,0,0,0
154001328,154001328,154005328,0,0,0,0,0,0,0,0
154001341,154001341,154005341,0,0,0,0,0,0,0,0
154001354,154001354,154005354,0,0,0,0,0,0,0,0
154001372,154001372,154005372,0,0,0,0,0,0,0,0
154001390,154001390,154005390,0,0,0,0,0,0,0,0
154001399,154001399,154005399,0,0,0,0,0,0,0,0
154001402,154001402,154005402,0,0,0,0,0,0,0,0
154001414,154001414,154005414,0,0,0,0,0,0,0,0
154001429,154001429,154005429,0,0,0,0,0,0,0,0
154001451,154001451,154005451,0,0,0,0,0,0,0,0
154001460,154001460,154005460,0,0,0,0,0,0,0,0
154001473,154001473,154005473,0,0,0,0,0,0,0,0
154001486,154001486,154005486,0,0,0,0,0,0,0,0
154001494,154001494,154005494,0,0,0,0,0,0,0,0
154001510,154001510,154005510,0,0,0,0,0,0,0,0
154001531,154001531,154005531,0,0,0,0,0,0,0,0
154001539,154001539,154005539,0,0,0,0,0,0,0,0
154001544,154001544,154005544,0,0,0,0,0,0,0,0
154001553,1540096136,1540096166,1540096180,1540096206,1540096247,1540096282,1540096322,1540096344,162004411,172005006
154001554,1540096361,1540096371,1540096378,1540096389,1540096397,182020101,192100101,202102201,214500101,214600101
154001574,154001574,154005574,0,0,0,0,0,0,0,0
154002000,154002000,0,0,0,0,0,0,0,0,0
154002011,154002011,0,0,0,0,0,0,0,0,0
154002032,154002032,0,0,0,0,0,0,0,0,0
154002055,154002055,0,0,0,0,0,0,0,0,0
154002078,154002078,0,0,0,0,0,0,0,0,0
154002098,154002098,0,0,0,0,0,0,0,0,0
154002119,154002119,0,0,0,0,0,0,0,0,0
154002137,154002137,0,0,0,0,0,0,0,0,0
154002159,154002159,0,0,0,0,0,0,0,0,0
154002179,154002179,0,0,0,0,0,0,0,0,0
154002205,154002205,0,0,0,0,0,0,0,0,0
154002228,154002228,0,0,0,0,0,0,0,0,0
154002243,154002243,0,0,0,0,0,0,0,0,0
154002258,154002258,0,0,0,0,0,0,0,0,0
154009510,154009510,0,0,0,0,0,0,0,0,0
154009900,154009900,0,0,0,0,0,0,0,0,0
154009901,154009901,0,0,0,0,0,0,0,0,0
161000000,161000000,0,0,0,0,0,0,0,0,0
161000023,161000023,0,0,0,0,0,0,0,0,0
161000049,161000049,0,0,0,0,0,0,0,0,0
161000033,161000033,0,0,0,0,0,0,0,0,0
162002000,162002000,0,0,0,0,0,0,0,0,0
162002021,162002021,0,0,0,0,0,0,0,0,0
162002037,162002037,0,0,0,0,0,0,0,0,0
162002054,162002054,0,0,0,0,0,0,0,0,0
162002071,162002071,0,0,0,0,0,0,0,0,0
162002097,162002097,0,0,0,0,0,0,0,0,0
162002120,162002120,0,0,0,0,0,0,0,0,0
162004000,162004000,0,0,0,0,0,0,0,0,0
